Costumer_name,Costumer_age,Costumer_email,Costumer_address,Type_situation,Outcome_insurance,Days_to_fix,Active_user,Car_model,Year,Count_claims,Situation_Date,Costumer_id
Cauã da Luz,26,da-conceicaopaulo@example.net,"Rua de Castro
Vila São Rafael
27827327 Peixoto do Amparo / AC",Robbery,APPROVED,73,0,Mahindra XUV300,2019 ,1,2022-12-20,1762
Igor da Cruz,22,kbarros@example.net,"Distrito Yuri da Rocha, 27
Madri
08978-264 Porto de Cunha / AL",Natural Phenomena,NOT USED,108,0,Alpina B3,2023,1,2022-08-26,1763
Lorena Cunha,64,maysa49@example.net,"Jardim Vitor Novaes, 80
Camargos
48954-329 Cardoso da Prata / MG",Natural Phenomena,DENIED,89,0,Zagato Fiat 124 Spider Zagato,2011,1,2023-07-19,1764
Maria Cecília Teixeira,34,msilveira@example.com,"Pátio Silva, 25
Barão Homem De Melo 1ª Seção
89081752 Castro de Goiás / MG",Natural Phenomena,APPROVED,33,0,Rolls-Royce Ghost,2010,1,2022-07-04,1765
Isaac Peixoto,37,kamillyfreitas@example.com,"Pátio de Almeida, 14
Dom Bosco
98639582 Moraes dos Dourados / SP",Collision,APPROVED,67,0,Hyundai Sonata,2018 ,1,2023-03-29,1766
Ana Júlia Ferreira,22,luizamoreira@example.com,"Área de Lopes, 47
Estrela Do Oriente
82201650 da Costa do Oeste / RO",Natural Phenomena,DENIED,49,1,Lancia Fulvia,1963,1,2023-05-26,1767
Noah da Conceição,46,marcos-viniciusdias@example.com,"Recanto Ian Azevedo
Olaria
85051-736 da Cunha da Mata / RS",Collision,APPROVED,18,1,Renault Megane,2023,4,2023-04-15,362
Noah da Conceição,46,marcos-viniciusdias@example.com,"Recanto Ian Azevedo
Olaria
85051-736 da Cunha da Mata / RS",Collision,APPROVED,18,1,Renault Megane,2016,4,2022-06-16,362
Ian Moraes,22,ramosraul@example.net,"Lago Helena Moreira, 1
Aarão Reis
70722333 Farias / AP",Natural Phenomena,APPROVED,107,0,Mini Countryman,2023,1,2022-03-21,1768
Alexandre da Cruz,36,caue57@example.org,"Distrito Maria Eduarda Silva, 33
Vila Suzana Segunda Seção
89996-367 Peixoto do Oeste / CE",Natural Phenomena,APPROVED,66,0,Lexus LX,1996,1,2023-02-23,1769
Lucas Gabriel Cardoso,21,santoslaura@example.com,"Vila de Moraes
Vila Maria
80192375 Ribeiro de Minas / RR",Natural Phenomena,NOT USED,53,0,Volkswagen Tiguan,2007,1,2023-10-06,1770
Dr. Carlos Eduardo Oliveira,44,portobeatriz@example.com,"Ladeira João Miguel das Neves, 58
Vila Oeste
59280169 Barros / MA",Collision,NOT USED,89,1,Ram 2500,2023,1,2023-03-30,1771
Kamilly Cavalcanti,31,emanuelferreira@example.net,"Sítio de Almeida, 69
Castelo
05712829 Peixoto de da Cruz / DF",Robbery,APPROVED,27,1,Fiat 500,2023,1,2023-05-27,1772
Thales Pinto,36,gustavo-henrique34@example.net,"Residencial de da Costa, 32
Guarani
13420472 Cunha do Sul / PR",Collision,DENIED,76,1,Zagato Fiat 124 Spider Zagato,2011,1,2022-06-26,1773
Srta. Maitê Peixoto,63,barbosahelena@example.net,"Feira Moura, 53
Monte Azul
45796-226 da Luz Grande / RJ",Collision,NOT USED,83,0,Lexus NX,2015,1,2023-07-20,1774
João da Rocha,45,opinto@example.com,"Esplanada Leandro da Paz, 79
Vila Nova Cachoeirinha 2ª Seção
53051792 da Conceição / AM",Natural Phenomena,NOT USED,55,1,Renault Captur,2023,2,2022-07-26,1775
João da Rocha,45,opinto@example.com,"Esplanada Leandro da Paz, 79
Vila Nova Cachoeirinha 2ª Seção
53051792 da Conceição / AM",Natural Phenomena,NOT USED,55,1,Renault Captur,2022,2,2023-07-05,1775
Dr. Kaique Moura,41,heloisa26@example.net,"Residencial das Neves
Vila Aeroporto Jaraguá
40679-486 da Costa / SP",Natural Phenomena,DENIED,20,1,Vauxhall Insignia,2023,1,2023-07-11,1776
Lavínia Nogueira,68,toliveira@example.com,"Estação de da Paz, 280
Piraja
58308-507 Cardoso / RN",Natural Phenomena,NOT USED,40,1,Infiniti QX50,2023,1,2022-11-30,1777
Cauã Cardoso,50,duartediogo@example.org,"Conjunto de Moura, 92
Corumbiara
14641-727 Castro da Prata / PB",Fire,NOT USED,80,1,Lamborghini Diablo,1990,1,2023-09-06,1778
Dra. Alícia Alves,40,felipe47@example.org,"Área Alana Araújo
Nossa Senhora Da Conceição
97727-249 Cunha de Melo / RO",Collision,APPROVED,35,0,Opel/Vauxhall Grandland,2023,1,2022-05-25,1779
Gustavo Moreira,68,enricocardoso@example.com,"Setor Bruna das Neves, 1
Alípio De Melo
07731939 Gomes de Goiás / SE",Collision,APPROVED,93,0,Subaru Crosstrek Hybrid,2019,1,2022-03-01,1780
Antônio Araújo,29,portobarbara@example.com,"Vila Miguel Alves, 52
Glória
32556906 Moraes de Carvalho / SP",Collision,APPROVED,6,0,Suzuki Swift,2023,2,2022-03-02,1781
Antônio Araújo,29,portobarbara@example.com,"Vila Miguel Alves, 52
Glória
32556906 Moraes de Carvalho / SP",Collision,APPROVED,6,0,Suzuki Swift,2020,2,2022-06-14,1781
Pietro Nascimento,37,gustavofreitas@example.org,"Viela Luiz Gustavo Cardoso, 15
Acaba Mundo
38507-713 Gonçalves de Goiás / AL",Collision,DENIED,4,0,Fiat 124 Spider,2023,1,2022-12-24,1782
Dra. Ana Lívia Porto,67,giovanna14@example.com,"Recanto da Mota, 608
Parque São José
39430-731 Martins do Amparo / CE",Collision,NOT USED,38,0,Volvo XC60,2023,1,2022-09-22,1783
Joaquim Silva,40,piresvicente@example.net,"Vereda Maria Luiza Novaes, 48
Concórdia
18212-266 da Luz / DF",Collision,DENIED,37,1,Renault Captur,2023,2,2022-02-26,1784
Joaquim Silva,40,piresvicente@example.net,"Vereda Maria Luiza Novaes, 48
Concórdia
18212-266 da Luz / DF",Collision,DENIED,37,1,Renault Captur,2022,2,2022-07-28,1784
Srta. Larissa Oliveira,37,dda-mata@example.net,"Vale Costela, 1
Vila Da Luz
04787252 Dias / ES",Robbery,APPROVED,12,0,Opel/Vauxhall Insignia,2023,1,2022-11-12,1785
Lucas Rodrigues,20,lucas-gabrielribeiro@example.com,"Campo de da Rosa, 47
Santa Cruz
22276-768 Campos de Minas / PB",Natural Phenomena,NOT USED,37,1,Toyota RAV4,2019,4,2023-04-06,576
Lucas Rodrigues,20,lucas-gabrielribeiro@example.com,"Campo de da Rosa, 47
Santa Cruz
22276-768 Campos de Minas / PB",Natural Phenomena,NOT USED,37,1,Toyota RAV4,2020,4,2023-05-14,576
Juliana da Mata,42,diasluiz-gustavo@example.com,"Passarela Julia Correia, 470
Vila Satélite
14079058 Gomes Paulista / PB",Fire,DENIED,78,1,Ford Ranger,2019,1,2022-06-27,1786
Nina Monteiro,33,melobruna@example.net,"Viaduto Maria Clara Teixeira, 1
Vila Jardim Leblon
62798675 da Rocha de Sales / PI",Collision,APPROVED,67,1,Tesla Model Y,2020,1,2023-05-04,1787
Manuela das Neves,22,bfernandes@example.org,"Praia de da Rosa, 93
Jardim Do Vale
67763580 da Costa / ES",Fire,NOT USED,20,1,Lucid Motors Lucid Air,2022,1,2023-04-18,1788
Sr. Nicolas da Mota,36,lunacaldeira@example.org,"Distrito Oliveira, 36
Etelvina Carneiro
81736412 Ramos / SC",Robbery,APPROVED,5,0,Cadillac CT4-V,2023,1,2023-10-02,1789
Dra. Ana Júlia Campos,46,nlopes@example.com,"Condomínio de da Luz, 57
Lagoa
50337-422 Vieira de Fernandes / AC",Collision,NOT USED,69,1,McLaren 600LT,2019,1,2022-10-17,1790
Isabella Santos,47,usilveira@example.net,"Alameda Caldeira, 934
Boa Viagem
14026695 Lopes Verde / MG",Fire,DENIED,106,1,Lexus LS,1989,1,2022-09-05,1791
Maria Alice Monteiro,46,emanueljesus@example.org,"Rodovia Aragão, 3
Pompéia
07815593 Ferreira da Prata / PE",Collision,NOT USED,110,1,Lamborghini Murciélago,2001,1,2023-01-18,1792
Igor Sales,41,azevedonatalia@example.net,"Núcleo Souza, 86
Carlos Prates
82757-522 Souza da Praia / RS",Natural Phenomena,NOT USED,2,0,Pagani Zonda,1999,1,2023-02-20,1793
Marcelo das Neves,32,isabellyteixeira@example.net,"Viaduto Thiago Sales, 37
Confisco
86501881 Santos da Prata / RR",Natural Phenomena,NOT USED,3,1,Subaru Legacy,2019,1,2023-11-10,1794
Lara Pires,35,ferreiraheitor@example.net,"Sítio Novaes, 97
João Pinheiro
25210-637 Campos da Mata / AM",Robbery,DENIED,51,1,Land Rover Range Rover,2023,1,2022-05-07,1795
Laís Dias,27,livia06@example.net,"Lago Silveira, 28
Vista Do Sol
20744673 Viana / PE",Fire,APPROVED,66,0,Mercedes-Benz S-Class,2022,1,2022-04-18,1796
Sofia Cavalcanti,26,ocarvalho@example.net,"Lago de da Mota
Vila Ecológica
09801-090 Costela de Minas / PE",Collision,DENIED,46,0,Isuzu D-Max,2016,1,2022-09-25,1797
Pedro Lucas Carvalho,69,da-costamatheus@example.com,"Parque Duarte, 9
Vila Nova Gameleira 2ª Seção
23305-451 Castro / PE",Natural Phenomena,NOT USED,55,1,Maserati Quattroporte,2013 ,3,2023-11-10,1484
Cecília Barros,32,kduarte@example.org,"Rua de Gonçalves, 5
São Pedro
53393703 Almeida / PE",Robbery,APPROVED,48,1,Wiesmann Roadster MF4,2009,1,2023-05-06,1798
Valentina Moraes,37,cpires@example.org,"Favela de Silveira
Capitão Eduardo
68951163 Ramos / MS",Robbery,DENIED,45,0,Opel/Vauxhall Grandland,2023,1,2023-03-12,1799
Isabella Silveira,63,bda-costa@example.net,"Morro Manuela Ramos, 38
Heliopolis
92019-754 Mendes do Norte / AL",Natural Phenomena,DENIED,26,0,Audi A5,2018,1,2022-09-14,1800
Benício da Mata,48,santosryan@example.com,"Rodovia de das Neves, 88
Anchieta
98700-358 Correia / GO",Natural Phenomena,DENIED,94,0,BMW 530i Sedan,2020,1,2022-03-18,1801
Catarina da Mata,39,joao-guilhermecardoso@example.com,"Avenida de Rezende, 78
Universitário
15025-595 Vieira de Oliveira / TO",Collision,APPROVED,60,1,Honda Pilot,2023,1,2023-07-18,1802
Luiz Felipe da Cruz,69,ooliveira@example.com,"Ladeira de da Cunha, 7
Nossa Senhora Da Conceição
88087-373 Silva / PR",Collision,NOT USED,46,1,Peugeot 2008,2023,1,2023-12-24,1803
Maria Vitória da Costa,70,rpires@example.net,"Alameda de da Mata, 64
Canaa
42825202 Viana / RJ",Natural Phenomena,NOT USED,41,1,Kia Telluride,2020 ,2,2023-12-12,939
Ian da Costa,34,clarice73@example.org,"Pátio Azevedo, 69
Distrito Industrial Do Jatoba
19277493 Nunes / MT",Robbery,NOT USED,14,1,Opel/Vauxhall Adam,2023,1,2022-02-02,1804
Henrique Almeida,53,mendesisis@example.net,"Pátio Laura Almeida, 80
Fernão Dias
05307-538 Nascimento do Norte / CE",Natural Phenomena,NOT USED,13,1,Lancia Fulvia,1963,1,2022-07-25,1805
Sra. Maria Eduarda Araújo,65,manuela95@example.com,"Morro Ana Laura Cardoso, 37
Europa
00313544 Teixeira / PE",Fire,DENIED,45,1,Opel/Vauxhall Movano,2023,1,2023-06-13,1806
Thales Caldeira,59,samuelramos@example.com,"Vereda Fogaça
Canadá
21316227 Ribeiro / PR",Natural Phenomena,APPROVED,93,1,Renault Zoe,2023,2,2023-01-30,1807
Thales Caldeira,59,samuelramos@example.com,"Vereda Fogaça
Canadá
21316227 Ribeiro / PR",Natural Phenomena,APPROVED,93,1,Renault Zoe,2013,2,2022-02-18,1807
Bernardo Castro,31,yasminfogaca@example.org,"Conjunto Kaique Lima, 9
São Francisco
02043859 Araújo / MA",Robbery,DENIED,47,0,Nissan GT-R,2019,1,2023-12-18,1808
Caroline Teixeira,52,barbosasophia@example.org,"Setor Daniela Silva, 7
Campo Alegre
40732161 Gomes do Oeste / MT",Collision,NOT USED,91,1,Koenigsegg CC8S,2004,1,2022-01-27,1809
Dr. Cauê Cardoso,25,thalesmelo@example.com,"Vale Thales Porto, 4
Ernesto Nascimento
64723-147 Moreira Grande / MA",Natural Phenomena,APPROVED,43,1,Kia Telluride,2020 ,1,2023-06-29,1810
Sra. Sabrina da Cunha,33,pereiraisis@example.com,"Favela Gonçalves, 429
Esperança
88422911 Vieira / AM",Natural Phenomena,APPROVED,106,1,Tesla Model X,2015,1,2023-06-23,1811
Maitê Ribeiro,69,lavinia36@example.com,"Conjunto de Monteiro, 76
Barão Homem De Melo 2ª Seção
39046999 Moreira / ES",Fire,NOT USED,66,0,Ford Explorer,2015,1,2023-04-02,1812
Arthur Barbosa,64,elisa71@example.org,"Loteamento de Teixeira, 75
Jaqueline
87961-310 Ribeiro das Pedras / BA",Collision,NOT USED,9,1,Volkswagen Jetta,1980,1,2022-02-01,1813
Ana Laura Ramos,62,eduardo70@example.com,"Conjunto Azevedo, 10
Santo Antônio
52755448 Ramos da Prata / RR",Fire,NOT USED,8,1,Isuzu NQR,2016,1,2023-05-05,1814
Maria Fernanda Castro,41,ramosluna@example.org,"Alameda de Almeida, 8
Vila Esplanada
56569249 da Luz da Serra / SE",Natural Phenomena,NOT USED,20,1,Isuzu D-Max,2016,1,2023-06-30,1815
Isaac da Paz,64,gomesana-laura@example.net,"Aeroporto Rodrigues, 3
Conjunto Califórnia Ii
84814-083 da Rosa do Norte / PR",Natural Phenomena,NOT USED,76,0,Rolls-Royce Cullinan,2019,1,2022-07-16,1816
Srta. Júlia Oliveira,55,lais23@example.com,"Feira Ana Júlia Caldeira, 979
Vila Da Luz
35610963 Barbosa de Duarte / MS",Fire,APPROVED,59,1,Toyota Tacoma,2019,2,2022-05-09,1817
Srta. Júlia Oliveira,55,lais23@example.com,"Feira Ana Júlia Caldeira, 979
Vila Da Luz
35610963 Barbosa de Duarte / MS",Fire,APPROVED,59,1,Toyota Tacoma,2020,2,2023-09-04,1817
Dr. Henrique Gomes,40,carlos-eduardo32@example.com,"Vale de Rodrigues, 62
Tirol
98890526 Barbosa da Mata / GO",Robbery,NOT USED,21,1,Nissan Sentra,2019,1,2022-01-05,1818
Sr. João Rocha,34,mourajulia@example.net,"Via de Ferreira
Vila Independencia 1ª Seção
00707236 Araújo de Goiás / SE",Collision,APPROVED,108,1,Suzuki S-Cross,2023,1,2022-08-15,1819
Levi Correia,54,aragaokamilly@example.net,"Estação de da Cunha, 67
Ermelinda
78239-362 Oliveira / AC",Fire,DENIED,92,1,Suzuki Across,2023,2,2022-12-06,51
Thomas Pinto,59,barbaracorreia@example.com,"Pátio da Cunha, 8
Novo São Lucas
91391-546 Oliveira / SE",Fire,NOT USED,32,0,Maserati Levante,2017 ,1,2022-07-01,1820
Gabriel Lopes,38,kramos@example.net,"Quadra Peixoto, 18
Trevo
93956-995 da Mota de Fernandes / TO",Collision,APPROVED,79,0,SEAT Arona,2023,1,2022-11-21,1821
Nina Ramos,25,marceloferreira@example.net,"Vereda Cardoso
Juliana
65894-318 Nogueira Alegre / PI",Collision,APPROVED,79,1,Genesis G70,2019,1,2023-09-02,1822
Sra. Maria Fernanda Correia,46,dlopes@example.org,"Praia de Novaes, 43
Vista Do Sol
99395-569 Lopes / AP",Natural Phenomena,NOT USED,12,0,Nissan Murano,2019,1,2022-04-29,1823
Theo da Paz,40,wcastro@example.net,"Conjunto Ferreira, 23
Coqueiros
97442-686 Silveira / RN",Robbery,DENIED,31,0,Chevrolet Corvette,1953,2,2022-06-05,1824
Theo da Paz,40,wcastro@example.net,"Conjunto Ferreira, 23
Coqueiros
97442-686 Silveira / RN",Robbery,DENIED,31,0,Chevrolet Corvette,2020,2,2023-01-10,1824
Sr. Davi Lucas Jesus,58,da-cruzclara@example.com,"Vale Stephany Cunha, 53
Serra Verde
63947-158 Gonçalves / PI",Robbery,APPROVED,83,0,Chevrolet Equinox,2005,2,2022-12-24,1825
Sr. Davi Lucas Jesus,58,da-cruzclara@example.com,"Vale Stephany Cunha, 53
Serra Verde
63947-158 Gonçalves / PI",Robbery,APPROVED,83,0,Chevrolet Equinox,2023,2,2022-06-27,1825
Mariane Carvalho,20,moreiramarcelo@example.com,"Favela de Pires, 54
Conjunto Bonsucesso
75299662 Nascimento de Cavalcanti / CE",Natural Phenomena,NOT USED,61,1,Chevrolet Corvette,1953,2,2022-04-18,1826
Mariane Carvalho,20,moreiramarcelo@example.com,"Favela de Pires, 54
Conjunto Bonsucesso
75299662 Nascimento de Cavalcanti / CE",Natural Phenomena,NOT USED,61,1,Chevrolet Corvette,2020,2,2023-01-01,1826
Bruna Nogueira,66,bianca78@example.com,"Chácara de Silveira, 26
Floresta
80568-657 Cardoso / RJ",Fire,DENIED,89,0,Cadillac CT5-V Blackwing,2023,1,2022-05-07,1827
Bryan Fernandes,63,xteixeira@example.net,"Via Teixeira, 19
Flavio Marques Lisboa
18889445 Aragão das Pedras / MT",Fire,APPROVED,98,0,Chevrolet Spark,2013,1,2022-07-06,1828
Dra. Mariana Nunes,24,uteixeira@example.org,"Passarela Sales, 63
Santa Sofia
90444-742 Barbosa / RO",Natural Phenomena,DENIED,19,1,Chrysler Pacifica Hybrid,2023,1,2022-09-06,1829
Pedro Lucas Nunes,29,vnunes@example.com,"Avenida Carvalho, 1
Guaratã
56572292 Rezende de Minas / CE",Collision,NOT USED,34,1,Renault Zoe,2023,2,2023-09-12,1830
Pedro Lucas Nunes,29,vnunes@example.com,"Avenida Carvalho, 1
Guaratã
56572292 Rezende de Minas / CE",Collision,NOT USED,34,1,Renault Zoe,2013,2,2023-03-12,1830
Breno Oliveira,24,leonardosales@example.org,"Parque Pinto, 52
Fazendinha
04008-913 Porto / AC",Natural Phenomena,APPROVED,72,0,Lamborghini Murciélago,2001,1,2022-08-15,1831
João Guilherme Gomes,29,cunhavitor-gabriel@example.org,"Lago Nunes
Vitoria
90264327 Viana / GO",Robbery,APPROVED,70,0,Subaru Ascent,2019,1,2022-11-08,1832
Emanuelly Rocha,52,novaespedro-miguel@example.net,"Colônia da Rosa, 39
Jardim Vitoria
81134-499 Teixeira do Oeste / BA",Fire,NOT USED,7,1,Citroën C4,2023,1,2023-06-20,1833
Sr. João Alves,40,mcastro@example.org,"Chácara de Sales, 54
Providencia
69199177 da Cunha de Moraes / RO",Fire,NOT USED,18,1,Genesis GV90,2023,1,2022-06-20,1834
Sra. Isabelly Freitas,34,viniciuspereira@example.net,"Estrada Matheus da Cunha, 60
Vila Nova Dos Milionarios
80378-965 Gonçalves dos Dourados / PR",Natural Phenomena,DENIED,13,0,Chevrolet Camaro,2010,2,2022-07-20,1835
Sra. Isabelly Freitas,34,viniciuspereira@example.net,"Estrada Matheus da Cunha, 60
Vila Nova Dos Milionarios
80378-965 Gonçalves dos Dourados / PR",Natural Phenomena,DENIED,13,0,Chevrolet Camaro,2016,2,2022-08-01,1835
Kevin Teixeira,50,nicole37@example.net,"Rua de da Luz, 96
Nossa Senhora Aparecida
21606907 Cunha do Galho / RN",Natural Phenomena,DENIED,14,0,Toyota Mirai,2020,2,2022-10-02,1457
Erick da Mota,42,marcos-vinicius87@example.net,"Avenida Olivia Pinto, 1
Embaúbas
24682265 Costa do Oeste / AC",Robbery,DENIED,102,1,Pagani Zonda,1999,1,2022-04-15,1836
Maria Cardoso,51,luana46@example.com,"Setor Heitor Lopes, 669
Vila Santa Rosa
12573-249 Novaes das Pedras / ES",Fire,APPROVED,101,0,Suzuki Vitara,2023,2,2022-11-14,1837
Maria Cardoso,51,luana46@example.com,"Setor Heitor Lopes, 669
Vila Santa Rosa
12573-249 Novaes das Pedras / ES",Fire,APPROVED,101,0,Suzuki Vitara,2020,2,2022-10-07,1837
Fernanda Araújo,42,teixeiramaite@example.net,"Condomínio de Azevedo, 69
Cidade Nova
85679-846 Caldeira / RO",Fire,NOT USED,48,0,Chrysler Pacifica Hybrid,2023,1,2022-11-07,1838
Vitor Hugo Rezende,29,enricoda-rocha@example.org,"Alameda Augusto Silveira, 93
Parque São Pedro
48963840 Viana das Pedras / PI",Robbery,DENIED,71,1,Smart Fortwo,2023,1,2022-12-04,1839
Natália Fogaça,48,eloahda-luz@example.com,"Recanto de Monteiro, 8
Delta
67680001 Almeida Paulista / SE",Natural Phenomena,DENIED,81,1,Peugeot 208,2023,1,2022-09-01,1840
Levi Duarte,34,fogacarebeca@example.org,"Colônia Cardoso, 8
Vila Maria
24751595 Cardoso de Silveira / SP",Robbery,DENIED,23,0,Ram 1500,2023,1,2022-06-30,1841
Maitê Ramos,40,nnovaes@example.com,"Alameda Carvalho
Biquinhas
12622988 da Rocha do Galho / AP",Natural Phenomena,NOT USED,50,0,Chrysler Pacifica Hybrid,2023,2,2023-12-16,388
Srta. Sabrina Duarte,63,piresdiego@example.com,"Ladeira Rafaela Pinto, 83
Coração De Jesus
23048122 Pereira / MS",Natural Phenomena,APPROVED,109,1,Mini Cooper S,2023,1,2023-07-20,1842
Calebe Caldeira,68,alice18@example.org,"Condomínio Alves, 478
Guarani
29144-359 Cardoso / RR",Fire,APPROVED,96,0,Mercedes-Benz S-Class,2022,1,2022-12-17,1843
Bianca Costa,42,alvesgabriel@example.org,"Conjunto de Caldeira, 34
Boa União 1ª Seção
63181743 Rezende Paulista / PI",Collision,APPROVED,42,0,Lancia Fulvia,1963,1,2022-01-23,1844
Theo Duarte,68,joao99@example.org,"Travessa de Costa, 17
Cidade Jardim Taquaril
23827-446 Araújo / RS",Fire,DENIED,25,0,Jaguar F-TYPE,2023,1,2022-07-21,1845
Joana Barbosa,60,scardoso@example.net,"Viela de Oliveira, 315
Vila Havaí
22619084 Rezende do Campo / PI",Collision,APPROVED,56,1,Tesla Model 3,2017,1,2022-02-08,1846
Fernanda Correia,62,hpinto@example.net,"Lago Gomes, 1
Custodinha
00713-746 Sales / SC",Fire,NOT USED,72,0,Caterham Seven 270,2023,1,2022-07-03,1847
Isabella Fernandes,21,da-luzluiz-fernando@example.com,"Recanto de Fogaça, 5
Calafate
81816650 Azevedo Grande / ES",Robbery,DENIED,25,1,Zagato Fiat 124 Spider Zagato,2011,3,2023-07-21,789
Dr. Cauã Martins,65,oliveiracalebe@example.com,"Ladeira da Mota, 625
Minas Brasil
26778-240 Nascimento das Pedras / GO",Collision,APPROVED,91,0,Chevrolet Spark,2013,1,2022-09-30,1848
Marcela da Paz,47,novaesrafaela@example.org,"Rodovia Pires, 91
Confisco
70401329 Cavalcanti / SE",Collision,APPROVED,53,0,Chevrolet Equinox,2005,2,2023-08-15,1849
Marcela da Paz,47,novaesrafaela@example.org,"Rodovia Pires, 91
Confisco
70401329 Cavalcanti / SE",Collision,APPROVED,53,0,Chevrolet Equinox,2023,2,2023-05-02,1849
Natália da Mota,24,sophiacardoso@example.net,"Recanto da Rosa, 63
Vila Da Luz
24925254 Rodrigues da Praia / PA",Natural Phenomena,DENIED,76,0,Citroën C3 Aircross,2023,1,2022-01-24,1850
Raquel Azevedo,28,rodriguesemanuella@example.org,"Residencial Nascimento, 44
Conjunto Santa Maria
07227-399 Araújo / RN",Fire,APPROVED,99,0,Chevrolet Suburban,1935,2,2022-05-03,1851
Raquel Azevedo,28,rodriguesemanuella@example.org,"Residencial Nascimento, 44
Conjunto Santa Maria
07227-399 Araújo / RN",Fire,APPROVED,99,0,Chevrolet Suburban,1935,2,2022-10-06,1851
Nicolas Campos,69,samuel70@example.net,"Travessa Camila Silva, 23
Vila Barragem Santa Lúcia
50763-238 da Cunha de da Rocha / AL",Fire,APPROVED,10,0,Honda Pilot,2023,1,2022-11-02,1852
Ian da Paz,40,rodrigueseduardo@example.com,"Colônia Elisa Nunes, 71
Outro
92373-267 Pires / PR",Fire,NOT USED,69,0,BMW 740i Sedan,2020,1,2023-11-08,1853
Cecília Mendes,70,pereirahelena@example.net,"Recanto Yuri Castro, 48
Esplanada
86298418 Cardoso do Sul / PR",Collision,DENIED,89,1,Nissan Murano,2019,1,2023-01-28,1854
Luiz Fernando Mendes,56,igor95@example.com,"Sítio Agatha Araújo, 87
Serra Do Curral
78482282 Aragão / PI",Natural Phenomena,DENIED,31,0,Honda HR-V,2023,1,2022-10-22,1855
Gabriel Farias,21,peixotopedro@example.com,"Residencial de Lopes, 6
Itapoa
98127584 Rezende / RJ",Fire,NOT USED,71,1,Honda Insight,2023,1,2023-11-19,1856
Henrique Pires,21,da-matavinicius@example.net,"Trevo de Cunha, 291
Vila Paris
14571743 Sales de Cavalcanti / ES",Robbery,DENIED,33,1,Toyota 86,2020,1,2023-04-30,1857
Mirella Azevedo,59,msilva@example.com,"Recanto Ana Carolina Freitas, 23
Jardim Do Vale
97635659 Gomes da Praia / AC",Collision,APPROVED,82,1,Toyota Camry,2018,2,2022-04-04,1858
Mirella Azevedo,59,msilva@example.com,"Recanto Ana Carolina Freitas, 23
Jardim Do Vale
97635659 Gomes da Praia / AC",Collision,APPROVED,82,1,Toyota Camry,2020,2,2022-07-04,1858
Marcos Vinicius da Costa,33,luana93@example.org,"Rodovia de Pereira, 92
Petropolis
63585-882 Nogueira / PI",Fire,APPROVED,19,1,Koenigsegg Agera S,2013,1,2023-03-21,1859
